Found shorter combination to 9 20 with  
Found shorter combination to 41 15 with  
Found shorter combination to 108 20 with  
Found shorter combination to 103 70 with 34C3_"L 
Found shorter combination to 184 70 with 34C3_.L 
Found shorter combination to 171 20 with 34C3_.L 
Found shorter combination to 59 55 with 34C3_AM 
Found shorter combination to 52 55 with 34C3_BM 
Found shorter combination to 199 55 with 34C3_FM 
Found shorter combination to 246 15 with 34C3_GM 
Found shorter combination to 147 15 with 34C3_HM 
Found shorter combination to 27 15 with 34C3_IM 
Found shorter combination to 250 55 with 34C3_KM 
Found shorter combination to 97 55 with 34C3_LM 
Found shorter combination to 196 20 with 34C3_LM 
Found shorter combination to 91 55 with 34C3_MM 
Found shorter combination to 113 55 with 34C3_OM 
Found shorter combination to 35 55 with 34C3_SM 
Found shorter combination to 43 15 with 34C3_TM 
Found shorter combination to 226 55 with 34C3_UM 
Found shorter combination to 197 55 with 34C3_WM 
Found shorter combination to 212 15 with 34C3_XM 
Found shorter combination to 26 15 with 34C3_YM 
Found shorter combination to 102 15 with 34C3_ZM 
Found shorter combination to 231 15 with 34C3__M 
Found shorter combination to 79 15 with 34C3_aM 
Found shorter combination to 132 55 with 34C3_bM 
Found shorter combination to 236 55 with 34C3_dM 
Found shorter combination to 136 15 with 34C3_eM 
Found shorter combination to 167 15 with 34C3_fM 
Found shorter combination to 186 55 with 34C3_gM 
Found shorter combination to 15 55 with 34C3_iM 
Found shorter combination to 13 60 with 34C3_iM 
Found shorter combination to 11 15 with 34C3_jM 
Found shorter combination to 107 55 with 34C3_kM 
Found shorter combination to 151 60 with 34C3_kM 
Found shorter combination to 74 15 with 34C3_nM 
Found shorter combination to 90 55 with 34C3_pM 
Found shorter combination to 105 55 with 34C3_qM 
Found shorter combination to 49 60 with 34C3_rM 
Found shorter combination to 255 55 with 34C3_vM 
Found shorter combination to 154 55 with 34C3_wM 
Found shorter combination to 184 15 with 34C3_xM 
Found shorter combination to 192 55 with 34C3_yM 
Found shorter combination to 133 55 with 34C3_0M 
Found shorter combination to 61 20 with 34C3_0M 
Found shorter combination to 181 15 with 34C3_3M 
Found shorter combination to 63 20 with 34C3_4M 
Found shorter combination to 198 55 with 34C3_7M 
Found shorter combination to 66 15 with 34C3_.M 
Found shorter combination to 134 20 with 34C3_.M 
Found shorter combination to 233 65 with 34C3_AN 
Found shorter combination to 132 25 with 34C3_BN 
Found shorter combination to 106 25 with 34C3_CN 
Found shorter combination to 61 65 with 34C3_DN 
Found shorter combination to 74 25 with 34C3_EN 
Found shorter combination to 19 25 with 34C3_FN 
Found shorter combination to 228 25 with 34C3_GN 
Found shorter combination to 163 65 with 34C3_HN 
Found shorter combination to 88 65 with 34C3_IN 
Found shorter combination to 47 20 with 34C3_IN 
Found shorter combination to 173 65 with 34C3_JN 
Found shorter combination to 178 25 with 34C3_KN 
Found shorter combination to 196 65 with 34C3_LN 
Found shorter combination to 174 65 with 34C3_MN 
Found shorter combination to 37 20 with 34C3_MN 
Found shorter combination to 37 25 with 34C3_NN 
Found shorter combination to 176 65 with 34C3_ON 
Found shorter combination to 215 65 with 34C3_PN 
Found shorter combination to 108 65 with 34C3_QN 
Found shorter combination to 82 20 with 34C3_QN 
Found shorter combination to 118 65 with 34C3_RN 
Found shorter combination to 80 65 with 34C3_SN 
Found shorter combination to 134 65 with 34C3_TN 
Found shorter combination to 54 25 with 34C3_UN 
Found shorter combination to 32 60 with 34C3_UN 
Found shorter combination to 227 25 with 34C3_VN 
Found shorter combination to 250 25 with 34C3_WN 
Found shorter combination to 127 25 with 34C3_XN 
Found shorter combination to 214 65 with 34C3_YN 
Found shorter combination to 20 25 with 34C3_ZN 
Found shorter combination to 103 65 with 34C3__N 
Found shorter combination to 205 65 with 34C3_aN 
Found shorter combination to 83 65 with 34C3_bN 
Found shorter combination to 52 25 with 34C3_dN 
Found shorter combination to 96 25 with 34C3_eN 
Found shorter combination to 177 25 with 34C3_fN 
Found shorter combination to 240 65 with 34C3_gN 
Found shorter combination to 227 65 with 34C3_hN 
Found shorter combination to 158 65 with 34C3_iN 
Found shorter combination to 150 60 with 34C3_iN 
Found shorter combination to 221 25 with 34C3_jN 
Found shorter combination to 139 65 with 34C3_kN 
Found shorter combination to 152 65 with 34C3_lN 
Found shorter combination to 31 65 with 34C3_mN 
Found shorter combination to 252 25 with 34C3_nN 
Found shorter combination to 59 25 with 34C3_pN 
Found shorter combination to 29 65 with 34C3_qN 
Found shorter combination to 182 25 with 34C3_sN 
Found shorter combination to 256 25 with 34C3_vN 
Found shorter combination to 116 25 with 34C3_xN 
Found shorter combination to 156 65 with 34C3_yN 
Found shorter combination to 91 25 with 34C3_zN 
Found shorter combination to 24 25 with 34C3_2N 
Found shorter combination to 130 60 with 34C3_2N 
Found shorter combination to 60 25 with 34C3_3N 
Found shorter combination to 154 25 with 34C3_7N 
Found shorter combination to 77 25 with 34C3_8N 
Found shorter combination to 183 65 with 34C3_9N 
Found shorter combination to 175 65 with 34C3_.N 
Found shorter combination to 31 15 with 34C3_AO 
Found shorter combination to 126 60 with 34C3_AO 
Found shorter combination to 163 55 with 34C3_BO 
Found shorter combination to 14 20 with 34C3_BO 
Found shorter combination to 202 55 with 34C3_CO 
Found shorter combination to 204 60 with 34C3_CO 
Found shorter combination to 88 15 with 34C3_DO 
Found shorter combination to 257 15 with 34C3_EO 
Found shorter combination to 180 15 with 34C3_FO 
Found shorter combination to 93 55 with 34C3_HO 
Found shorter combination to 208 55 with 34C3_IO 
Found shorter combination to 83 55 with 34C3_LO 
Found shorter combination to 49 15 with 34C3_MO 
Found shorter combination to 124 15 with 34C3_NO 
Found shorter combination to 140 55 with 34C3_OO 
Found shorter combination to 88 60 with 34C3_OO 
Found shorter combination to 42 15 with 34C3_SO 
Found shorter combination to 63 60 with 34C3_SO 
Found shorter combination to 198 15 with 34C3_UO 
Found shorter combination to 58 55 with 34C3_VO 
Found shorter combination to 101 15 with 34C3_XO 
Found shorter combination to 39 55 with 34C3_YO 
Found shorter combination to 57 55 with 34C3_ZO 
Found shorter combination to 209 15 with 34C3_aO 
Found shorter combination to 67 60 with 34C3_aO 
Found shorter combination to 129 55 with 34C3_bO 
Found shorter combination to 106 15 with 34C3_dO 
Found shorter combination to 249 15 with 34C3_gO 
Found shorter combination to 34 55 with 34C3_hO 
Found shorter combination to 232 15 with 34C3_jO 
Found shorter combination to 158 20 with 34C3_jO 
Found shorter combination to 168 15 with 34C3_lO 
Found shorter combination to 163 15 with 34C3_mO 
Found shorter combination to 54 55 with 34C3_nO 
Found shorter combination to 110 60 with 34C3_pO 
Found shorter combination to 132 15 with 34C3_rO 
Found shorter combination to 224 15 with 34C3_yO 
Found shorter combination to 91 15 with 34C3_4O 
Found shorter combination to 28 15 with 34C3_8O 
Found shorter combination to 137 15 with 34C3_9O 
Found shorter combination to 25 15 with 34C3_.O 
Found shorter combination to 31 10 with 34C3_AP 
Found shorter combination to 202 50 with 34C3_CP 
Found shorter combination to 88 10 with 34C3_DP 
Found shorter combination to 16 60 with 34C3_DP 
Found shorter combination to 257 10 with 34C3_EP 
Found shorter combination to 180 10 with 34C3_FP 
Found shorter combination to 93 50 with 34C3_HP 
Found shorter combination to 208 50 with 34C3_IP 
Found shorter combination to 49 10 with 34C3_MP 
Found shorter combination to 124 10 with 34C3_NP 
Found shorter combination to 140 50 with 34C3_OP 
Found shorter combination to 42 10 with 34C3_SP 
Found shorter combination to 198 10 with 34C3_UP 
Found shorter combination to 120 60 with 34C3_UP 
Found shorter combination to 58 50 with 34C3_VP 
Found shorter combination to 101 10 with 34C3_XP 
Found shorter combination to 39 50 with 34C3_YP 
Found shorter combination to 57 50 with 34C3_ZP 
Found shorter combination to 118 10 with 34C3__P 
Found shorter combination to 209 10 with 34C3_aP 
Found shorter combination to 129 50 with 34C3_bP 
Found shorter combination to 222 10 with 34C3_cP 
Found shorter combination to 249 10 with 34C3_gP 
Found shorter combination to 34 50 with 34C3_hP 
Found shorter combination to 232 10 with 34C3_jP 
Found shorter combination to 168 10 with 34C3_lP 
Found shorter combination to 163 10 with 34C3_mP 
Found shorter combination to 54 50 with 34C3_nP 
Found shorter combination to 245 10 with 34C3_vP 
Found shorter combination to 32 20 with 34C3_xP 
Found shorter combination to 224 10 with 34C3_yP 
Found shorter combination to 28 10 with 34C3_8P 
Found shorter combination to 137 10 with 34C3_9P 
Found shorter combination to 25 10 with 34C3_.P 
Found shorter combination to 100 65 with 34C3_AQ 
Found shorter combination to 213 65 with 34C3_AQ 
Found shorter combination to 97 25 with 34C3_BQ 
Found shorter combination to 144 25 with 34C3_BQ 
Found shorter combination to 63 65 with 34C3_DQ 
Found shorter combination to 90 25 with 34C3_EQ 
Found shorter combination to 124 25 with 34C3_EQ 
Found shorter combination to 187 20 with 34C3_EQ 
Found shorter combination to 226 25 with 34C3_FQ 
Found shorter combination to 162 65 with 34C3_GQ 
Found shorter combination to 258 25 with 34C3_HQ 
Found shorter combination to 209 65 with 34C3_IQ 
Found shorter combination to 198 65 with 34C3_IQ 
Found shorter combination to 219 65 with 34C3_JQ 
Found shorter combination to 85 25 with 34C3_JQ 
Found shorter combination to 71 65 with 34C3_KQ 
Found shorter combination to 140 25 with 34C3_KQ 
Found shorter combination to 99 25 with 34C3_LQ 
Found shorter combination to 147 25 with 34C3_LQ 
Found shorter combination to 228 65 with 34C3_MQ 
Found shorter combination to 179 25 with 34C3_NQ 
Found shorter combination to 70 25 with 34C3_NQ 
Found shorter combination to 146 25 with 34C3_OQ 
Found shorter combination to 244 65 with 34C3_OQ 
Found shorter combination to 217 65 with 34C3_PQ 
Found shorter combination to 254 65 with 34C3_PQ 
Found shorter combination to 154 20 with 34C3_PQ 
Found shorter combination to 247 25 with 34C3_QQ 
Found shorter combination to 211 25 with 34C3_QQ 
Found shorter combination to 38 65 with 34C3_RQ 
Found shorter combination to 53 25 with 34C3_SQ 
Found shorter combination to 235 25 with 34C3_SQ 
Found shorter combination to 218 65 with 34C3_TQ 
Found shorter combination to 238 65 with 34C3_TQ 
Found shorter combination to 94 65 with 34C3_UQ 
Found shorter combination to 245 65 with 34C3_VQ 
Found shorter combination to 124 65 with 34C3_WQ 
Found shorter combination to 150 65 with 34C3_XQ 
Found shorter combination to 69 65 with 34C3_XQ 
Found shorter combination to 82 25 with 34C3_ZQ 
Found shorter combination to 246 25 with 34C3_ZQ 
Found shorter combination to 12 25 with 34C3__Q 
Found shorter combination to 215 25 with 34C3_aQ 
Found shorter combination to 35 65 with 34C3_bQ 
Found shorter combination to 222 65 with 34C3_cQ 
Found shorter combination to 29 25 with 34C3_cQ 
Found shorter combination to 55 25 with 34C3_dQ 
Found shorter combination to 126 25 with 34C3_eQ 
Found shorter combination to 207 25 with 34C3_eQ 
Found shorter combination to 216 25 with 34C3_fQ 
Found shorter combination to 204 25 with 34C3_fQ 
Found shorter combination to 142 25 with 34C3_gQ 
Found shorter combination to 161 25 with 34C3_gQ 
Found shorter combination to 14 65 with 34C3_hQ 
Found shorter combination to 38 25 with 34C3_iQ 
Found shorter combination to 105 25 with 34C3_iQ 
Found shorter combination to 113 25 with 34C3_jQ 
Found shorter combination to 123 65 with 34C3_jQ 
Found shorter combination to 29 20 with 34C3_jQ 
Found shorter combination to 206 65 with 34C3_kQ 
Found shorter combination to 145 65 with 34C3_lQ 
Found shorter combination to 13 65 with 34C3_lQ 
Found shorter combination to 223 25 with 34C3_mQ 
Found shorter combination to 83 25 with 34C3_mQ 
Found shorter combination to 210 65 with 34C3_nQ 
Found shorter combination to 221 65 with 34C3_pQ 
Found shorter combination to 155 25 with 34C3_pQ 
Found shorter combination to 39 25 with 34C3_qQ 
Found shorter combination to 195 25 with 34C3_qQ 
Found shorter combination to 243 25 with 34C3_rQ 
Found shorter combination to 186 25 with 34C3_rQ 
Found shorter combination to 115 65 with 34C3_sQ 
Found shorter combination to 251 25 with 34C3_sQ 
Found shorter combination to 96 65 with 34C3_vQ 
Found shorter combination to 200 25 with 34C3_wQ 
Found shorter combination to 226 65 with 34C3_wQ 
Found shorter combination to 141 65 with 34C3_yQ 
Found shorter combination to 249 25 with 34C3_yQ 
Found shorter combination to 104 25 with 34C3_zQ 
Found shorter combination to 71 25 with 34C3_zQ 
Found shorter combination to 187 65 with 34C3_0Q 
Found shorter combination to 257 65 with 34C3_0Q 
Found shorter combination to 46 25 with 34C3_2Q 
Found shorter combination to 43 65 with 34C3_3Q 
Found shorter combination to 230 25 with 34C3_4Q 
Found shorter combination to 152 25 with 34C3_7Q 
Found shorter combination to 50 65 with 34C3_7Q 
Found shorter combination to 22 65 with 34C3_8Q 
Found shorter combination to 250 65 with 34C3_8Q 
Found shorter combination to 121 65 with 34C3_9Q 
Found shorter combination to 35 25 with 34C3_9Q 
Found shorter combination to 136 25 with 34C3_"Q 
Found shorter combination to 249 60 with 34C3_"Q 
Found shorter combination to 44 25 with 34C3_.Q 
Found shorter combination to 120 25 with 34C3_.Q 
Found shorter combination to 64 0 with 34C3_CR 
Found shorter combination to 169 40 with 34C3_ER 
Found shorter combination to 209 0 with 34C3_FR 
Found shorter combination to 243 40 with 34C3_GR 
Found shorter combination to 247 40 with 34C3_KR 
Found shorter combination to 140 40 with 34C3_NR 
Found shorter combination to 109 40 with 34C3_PR 
Found shorter combination to 26 0 with 34C3_TR 
Found shorter combination to 108 40 with 34C3_XR 
Found shorter combination to 237 0 with 34C3_fR 
Found shorter combination to 60 40 with 34C3_hR 
Found shorter combination to 13 0 with 34C3_jR 
Found shorter combination to 148 40 with 34C3_kR 
Found shorter combination to 98 0 with 34C3_lR 
Found shorter combination to 251 0 with 34C3_mR 
Found shorter combination to 157 0 with 34C3_nR 
Found shorter combination to 254 40 with 34C3_pR 
Found shorter combination to 201 40 with 34C3_rR 
Found shorter combination to 70 0 with 34C3_sR 
Found shorter combination to 46 40 with 34C3_wR 
Found shorter combination to 25 0 with 34C3_xR 
Found shorter combination to 176 40 with 34C3_3R 
Found shorter combination to 240 40 with 34C3_4R 
Found shorter combination to 214 0 with 34C3_8R 
Found shorter combination to 103 40 with 34C3_"R 
Found shorter combination to 184 40 with 34C3_.R 
Found shorter combination to 153 70 with 34C3_AS 
Found shorter combination to 134 30 with 34C3_BS 
Found shorter combination to 81 30 with 34C3_DS 
Found shorter combination to 35 30 with 34C3_ES 
Found shorter combination to 123 70 with 34C3_JS 
Found shorter combination to 45 70 with 34C3_KS 
Found shorter combination to 172 70 with 34C3_LS 
Found shorter combination to 29 30 with 34C3_OS 
Found shorter combination to 192 70 with 34C3_PS 
Found shorter combination to 186 70 with 34C3_QS 
Found shorter combination to 82 70 with 34C3_TS 
Found shorter combination to 114 70 with 34C3_XS 
Found shorter combination to 149 30 with 34C3_ZS 
Found shorter combination to 160 70 with 34C3__S 
Found shorter combination to 50 70 with 34C3_aS 
Found shorter combination to 101 70 with 34C3_bS 
Found shorter combination to 33 70 with 34C3_dS 
Found shorter combination to 196 60 with 34C3_dS 
Found shorter combination to 242 30 with 34C3_gS 
Found shorter combination to 65 70 with 34C3_hS 
Found shorter combination to 64 70 with 34C3_iS 
Found shorter combination to 188 70 with 34C3_kS 
Found shorter combination to 192 30 with 34C3_mS 
Found shorter combination to 131 70 with 34C3_nS 
Found shorter combination to 227 30 with 34C3_qS 
Found shorter combination to 128 70 with 34C3_rS 
Found shorter combination to 65 30 with 34C3_wS 
Found shorter combination to 69 70 with 34C3_xS 
Found shorter combination to 62 30 with 34C3_0S 
Found shorter combination to 73 70 with 34C3_4S 
Found shorter combination to 78 70 with 34C3_8S 
Found shorter combination to 204 20 with 34C3_8S 
Found shorter combination to 241 70 with 34C3_"S 
Found shorter combination to 255 30 with 34C3_.S 
Found shorter combination to 31 0 with 34C3_AT 
Found shorter combination to 163 40 with 34C3_BT 
Found shorter combination to 202 40 with 34C3_CT 
Found shorter combination to 88 0 with 34C3_DT 
Found shorter combination to 257 0 with 34C3_ET 
Found shorter combination to 180 0 with 34C3_FT 
Found shorter combination to 93 40 with 34C3_HT 
Found shorter combination to 208 40 with 34C3_IT 
Found shorter combination to 27 0 with 34C3_KT 
Found shorter combination to 83 40 with 34C3_LT 
Found shorter combination to 49 0 with 34C3_MT 
Found shorter combination to 124 0 with 34C3_NT 
Found shorter combination to 105 40 with 34C3_RT 
Found shorter combination to 42 0 with 34C3_ST 
Found shorter combination to 198 0 with 34C3_UT 
Found shorter combination to 58 40 with 34C3_VT 
Found shorter combination to 122 20 with 34C3_VT 
Found shorter combination to 57 40 with 34C3_ZT 
Found shorter combination to 129 40 with 34C3_bT 
Found shorter combination to 106 0 with 34C3_dT 
Found shorter combination to 167 60 with 34C3_dT 
Found shorter combination to 133 40 with 34C3_eT 
Found shorter combination to 249 0 with 34C3_gT 
Found shorter combination to 34 40 with 34C3_hT 
Found shorter combination to 232 0 with 34C3_jT 
Found shorter combination to 221 20 with 34C3_kT 
Found shorter combination to 163 0 with 34C3_mT 
Found shorter combination to 54 40 with 34C3_nT 
Found shorter combination to 91 0 with 34C3_4T 
Found shorter combination to 28 0 with 34C3_8T 
Found shorter combination to 137 0 with 34C3_9T 
Found shorter combination to 64 5 with 34C3_CU 
Found shorter combination to 169 45 with 34C3_EU 
Found shorter combination to 209 5 with 34C3_FU 
Found shorter combination to 243 45 with 34C3_GU 
Found shorter combination to 247 45 with 34C3_KU 
Found shorter combination to 218 5 with 34C3_MU 
Found shorter combination to 140 45 with 34C3_NU 
Found shorter combination to 109 45 with 34C3_PU 
Found shorter combination to 164 45 with 34C3_RU 
Found shorter combination to 108 45 with 34C3_XU 
Found shorter combination to 237 5 with 34C3_fU 
Found shorter combination to 60 45 with 34C3_hU 
Found shorter combination to 13 5 with 34C3_jU 
Found shorter combination to 148 45 with 34C3_kU 
Found shorter combination to 98 5 with 34C3_lU 
Found shorter combination to 251 5 with 34C3_mU 
Found shorter combination to 119 20 with 34C3_mU 
Found shorter combination to 157 5 with 34C3_nU 
Found shorter combination to 254 45 with 34C3_pU 
Found shorter combination to 201 45 with 34C3_rU 
Found shorter combination to 70 5 with 34C3_sU 
Found shorter combination to 46 45 with 34C3_wU 
Found shorter combination to 25 5 with 34C3_xU 
Found shorter combination to 176 45 with 34C3_3U 
Found shorter combination to 240 45 with 34C3_4U 
Found shorter combination to 214 5 with 34C3_8U 
Found shorter combination to 103 45 with 34C3_"U 
Found shorter combination to 184 45 with 34C3_.U 
Found shorter combination to 247 20 with 34C3_.U 
Found shorter combination to 59 75 with 34C3_AV 
Found shorter combination to 52 75 with 34C3_BV 
Found shorter combination to 35 35 with 34C3_CV 
Found shorter combination to 199 75 with 34C3_FV 
Found shorter combination to 246 35 with 34C3_GV 
Found shorter combination to 147 35 with 34C3_HV 
Found shorter combination to 27 35 with 34C3_IV 
Found shorter combination to 224 75 with 34C3_JV 
Found shorter combination to 250 75 with 34C3_KV 
Found shorter combination to 97 75 with 34C3_LV 
Found shorter combination to 91 75 with 34C3_MV 
Found shorter combination to 113 75 with 34C3_OV 
Found shorter combination to 96 35 with 34C3_PV 
Found shorter combination to 216 75 with 34C3_QV 
Found shorter combination to 35 75 with 34C3_SV 
Found shorter combination to 43 35 with 34C3_TV 
Found shorter combination to 226 75 with 34C3_UV 
Found shorter combination to 23 35 with 34C3_VV 
Found shorter combination to 197 75 with 34C3_WV 
Found shorter combination to 212 35 with 34C3_XV 
Found shorter combination to 26 35 with 34C3_YV 
Found shorter combination to 102 35 with 34C3_ZV 
Found shorter combination to 231 35 with 34C3__V 
Found shorter combination to 79 35 with 34C3_aV 
Found shorter combination to 132 75 with 34C3_bV 
Found shorter combination to 51 60 with 34C3_cV 
Found shorter combination to 236 75 with 34C3_dV 
Found shorter combination to 136 35 with 34C3_eV 
Found shorter combination to 167 35 with 34C3_fV 
Found shorter combination to 186 75 with 34C3_gV 
Found shorter combination to 15 75 with 34C3_iV 
Found shorter combination to 11 35 with 34C3_jV 
Found shorter combination to 107 75 with 34C3_kV 
Found shorter combination to 74 35 with 34C3_nV 
Found shorter combination to 90 75 with 34C3_pV 
Found shorter combination to 105 75 with 34C3_qV 
Found shorter combination to 255 75 with 34C3_vV 
Found shorter combination to 154 75 with 34C3_wV 
Found shorter combination to 219 20 with 34C3_wV 
Found shorter combination to 184 35 with 34C3_xV 
Found shorter combination to 192 75 with 34C3_yV 
Found shorter combination to 83 35 with 34C3_zV 
Found shorter combination to 133 75 with 34C3_0V 
Found shorter combination to 33 35 with 34C3_2V 
Found shorter combination to 181 35 with 34C3_3V 
Found shorter combination to 198 75 with 34C3_7V 
Found shorter combination to 130 35 with 34C3_8V 
Found shorter combination to 80 75 with 34C3_"V 
Found shorter combination to 66 35 with 34C3_.V 
Found shorter combination to 233 75 with 34C3_AW 
Found shorter combination to 132 35 with 34C3_BW 
Found shorter combination to 106 35 with 34C3_CW 
Found shorter combination to 61 75 with 34C3_DW 
Found shorter combination to 19 35 with 34C3_FW 
Found shorter combination to 228 35 with 34C3_GW 
Found shorter combination to 163 75 with 34C3_HW 
Found shorter combination to 88 75 with 34C3_IW 
Found shorter combination to 173 75 with 34C3_JW 
Found shorter combination to 196 75 with 34C3_LW 
Found shorter combination to 174 75 with 34C3_MW 
Found shorter combination to 37 35 with 34C3_NW 
Found shorter combination to 176 75 with 34C3_OW 
Found shorter combination to 215 75 with 34C3_PW 
Found shorter combination to 108 75 with 34C3_QW 
Found shorter combination to 118 75 with 34C3_RW 
Found shorter combination to 227 35 with 34C3_VW 
Found shorter combination to 250 35 with 34C3_WW 
Found shorter combination to 127 35 with 34C3_XW 
Found shorter combination to 214 75 with 34C3_YW 
Found shorter combination to 20 35 with 34C3_ZW 
Found shorter combination to 103 75 with 34C3__W 
Found shorter combination to 205 75 with 34C3_aW 
Found shorter combination to 83 75 with 34C3_bW 
Found shorter combination to 240 75 with 34C3_gW 
Found shorter combination to 227 75 with 34C3_hW 
Found shorter combination to 250 20 with 34C3_hW 
Found shorter combination to 158 75 with 34C3_iW 
Found shorter combination to 221 35 with 34C3_jW 
Found shorter combination to 139 75 with 34C3_kW 
Found shorter combination to 152 75 with 34C3_lW 
Found shorter combination to 31 75 with 34C3_mW 
Found shorter combination to 252 35 with 34C3_nW 
Found shorter combination to 59 35 with 34C3_pW 
Found shorter combination to 29 75 with 34C3_qW 
Found shorter combination to 182 35 with 34C3_sW 
Found shorter combination to 256 35 with 34C3_vW 
Found shorter combination to 116 35 with 34C3_xW 
Found shorter combination to 91 35 with 34C3_zW 
Found shorter combination to 24 35 with 34C3_2W 
Found shorter combination to 154 35 with 34C3_7W 
Found shorter combination to 77 35 with 34C3_8W 
Found shorter combination to 183 75 with 34C3_9W 
Found shorter combination to 175 75 with 34C3_.W 
Found shorter combination to 22 5 with 34C3_AX 
Found shorter combination to 98 45 with 34C3_EX 
Found shorter combination to 204 5 with 34C3_FX 
Found shorter combination to 180 45 with 34C3_HX 
Found shorter combination to 182 45 with 34C3_JX 
Found shorter combination to 213 45 with 34C3_KX 
Found shorter combination to 240 5 with 34C3_NX 
Found shorter combination to 80 5 with 34C3_OX 
Found shorter combination to 138 45 with 34C3_PX 
Found shorter combination to 204 45 with 34C3_SX 
Found shorter combination to 23 45 with 34C3_TX 
Found shorter combination to 118 5 with 34C3_UX 
Found shorter combination to 95 5 with 34C3_XX 
Found shorter combination to 233 60 with 34C3_XX 
Found shorter combination to 155 45 with 34C3_YX 
Found shorter combination to 139 45 with 34C3_ZX 
Found shorter combination to 95 45 with 34C3_bX 
Found shorter combination to 31 45 with 34C3_eX 
Found shorter combination to 122 5 with 34C3_fX 
Found shorter combination to 254 5 with 34C3_gX 
Found shorter combination to 149 60 with 34C3_hX 
Found shorter combination to 257 45 with 34C3_iX 
Found shorter combination to 196 5 with 34C3_kX 
Found shorter combination to 231 45 with 34C3_lX 
Found shorter combination to 191 45 with 34C3_mX 
Found shorter combination to 229 5 with 34C3_rX 
Found shorter combination to 89 5 with 34C3_sX 
Found shorter combination to 222 5 with 34C3_wX 
Found shorter combination to 19 5 with 34C3_zX 
Found shorter combination to 143 45 with 34C3_2X 
Found shorter combination to 251 45 with 34C3_3X 
Found shorter combination to 165 5 with 34C3_4X 
Found shorter combination to 84 45 with 34C3_7X 
Found shorter combination to 18 5 with 34C3_9X 
Found shorter combination to 18 45 with 34C3_"X 
Found shorter combination to 61 45 with 34C3_.X 
Found shorter combination to 22 35 with 34C3_AY 
Found shorter combination to 164 75 with 34C3_BY 
Found shorter combination to 218 35 with 34C3_DY 
Found shorter combination to 98 75 with 34C3_EY 
Found shorter combination to 204 35 with 34C3_FY 
Found shorter combination to 180 75 with 34C3_HY 
Found shorter combination to 182 75 with 34C3_JY 
Found shorter combination to 213 75 with 34C3_KY 
Found shorter combination to 69 75 with 34C3_MY 
Found shorter combination to 240 35 with 34C3_NY 
Found shorter combination to 80 35 with 34C3_OY 
Found shorter combination to 138 75 with 34C3_PY 
Found shorter combination to 204 75 with 34C3_SY 
Found shorter combination to 23 75 with 34C3_TY 
Found shorter combination to 118 35 with 34C3_UY 
Found shorter combination to 245 35 with 34C3_WY 
Found shorter combination to 95 35 with 34C3_XY 
Found shorter combination to 155 75 with 34C3_YY 
Found shorter combination to 95 75 with 34C3_bY 
Found shorter combination to 122 35 with 34C3_fY 
Found shorter combination to 254 35 with 34C3_gY 
Found shorter combination to 257 75 with 34C3_iY 
Found shorter combination to 196 35 with 34C3_kY 
Found shorter combination to 231 75 with 34C3_lY 
Found shorter combination to 191 75 with 34C3_mY 
Found shorter combination to 229 35 with 34C3_rY 
Found shorter combination to 89 35 with 34C3_sY 
Found shorter combination to 222 35 with 34C3_wY 
Found shorter combination to 143 75 with 34C3_2Y 
Found shorter combination to 251 75 with 34C3_3Y 
Found shorter combination to 165 35 with 34C3_4Y 
Found shorter combination to 84 75 with 34C3_7Y 
Found shorter combination to 18 35 with 34C3_9Y 
Found shorter combination to 18 75 with 34C3_"Y 
Found shorter combination to 258 20 with 34C3_HZ 
Found shorter combination to 114 60 with 34C3_dZ 
Found shorter combination to 207 20 with 34C3_eZ 
Found shorter combination to 186 20 with 34C3_rZ 
Found shorter combination to 257 60 with 34C3_0Z 
Found shorter combination to 216 20 with 34C3_2Z 
Found shorter combination to 200 20 with 34C3_3Z 
Found shorter combination to 50 60 with 34C3_7Z 
Found shorter combination to 120 20 with 34C3_.Z 
Found shorter combination to 192 65 with 34C3_B_ 
Found shorter combination to 80 20 with 34C3_B_ 
Found shorter combination to 135 65 with 34C3_C_ 
Found shorter combination to 189 65 with 34C3_E_ 
Found shorter combination to 157 25 with 34C3_F_ 
Found shorter combination to 28 65 with 34C3_G_ 
Found shorter combination to 231 25 with 34C3_H_ 
Found shorter combination to 209 60 with 34C3_I_ 
Found shorter combination to 10 25 with 34C3_L_ 
Found shorter combination to 197 65 with 34C3_N_ 
Found shorter combination to 102 65 with 34C3_O_ 
Found shorter combination to 217 60 with 34C3_P_ 
Found shorter combination to 114 25 with 34C3_P_ 
Found shorter combination to 111 65 with 34C3_Q_ 
Found shorter combination to 183 25 with 34C3_R_ 
Found shorter combination to 143 60 with 34C3_R_ 
Found shorter combination to 53 20 with 34C3_S_ 
Found shorter combination to 122 25 with 34C3_S_ 
Found shorter combination to 143 25 with 34C3_T_ 
Found shorter combination to 160 25 with 34C3_U_ 
Found shorter combination to 171 25 with 34C3_V_ 
Found shorter combination to 192 25 with 34C3_X_ 
Found shorter combination to 236 25 with 34C3_Z_ 
Found shorter combination to 99 65 with 34C3___ 
Found shorter combination to 50 25 with 34C3_a_ 
Found shorter combination to 232 65 with 34C3_c_ 
Found shorter combination to 55 20 with 34C3_d_ 
Found shorter combination to 31 25 with 34C3_d_ 
Found shorter combination to 134 25 with 34C3_e_ 
Found shorter combination to 238 25 with 34C3_g_ 
Found shorter combination to 38 20 with 34C3_i_ 
